id,title,genre,year,rating,director,cast,plot,poster_url,imdb_id,tmdb_id,budget,revenue,runtime,popularity,vote_count,created_at,updated_at,genre_encoded
1452,Superman Returns,Adventure,2006,5.4,Bryan Singer,"[""Brandon Routh"", ""Kevin Spacey"", ""Kate Bosworth"", ""James Marsden"", ""Parker Posey""]","Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",https://image.tmdb.org/t/p/w500/tmdb_1452.jpg,tt0001452,1452,270000000,391081192,154,57.925623,1400,2025-10-26T21:46:28.906520,,1
10764,Quantum of Solace,Adventure,2008,6.1,Marc Forster,"[""Daniel Craig"", ""Olga Kurylenko"", ""Mathieu Amalric"", ""Judi Dench"", ""Giancarlo Giannini""]","Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",https://image.tmdb.org/t/p/w500/tmdb_10764.jpg,tt0010764,10764,200000000,586090727,106,107.928811,2965,2025-10-26T21:46:28.907519,,1
58,Pirates of the Caribbean: Dead Man's Chest,Adventure,2006,7.0,Gore Verbinski,"[""Johnny Depp"", ""Orlando Bloom"", ""Keira Knightley"", ""Stellan Skarsgård"", ""Bill Nighy""]","Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",https://image.tmdb.org/t/p/w500/tmdb_58.jpg,tt0000058,58,200000000,1065659812,151,145.847379,5246,2025-10-26T21:46:28.908517,,1
57201,The Lone Ranger,Action,2013,5.9,Gore Verbinski,"[""Johnny Depp"", ""Armie Hammer"", ""William Fichtner"", ""Helena Bonham Carter"", ""James Badge Dale""]","The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",https://image.tmdb.org/t/p/w500/tmdb_57201.jpg,tt0057201,57201,255000000,89289910,149,49.046956,2311,2025-10-26T21:46:28.909517,,0
49521,Man of Steel,Action,2013,6.5,Zack Snyder,"[""Henry Cavill"", ""Amy Adams"", ""Michael Shannon"", ""Kevin Costner"", ""Diane Lane""]","A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",https://image.tmdb.org/t/p/w500/tmdb_49521.jpg,tt0049521,49521,225000000,662845518,143,99.398009,6359,2025-10-26T21:46:28.910516,,0
2454,The Chronicles of Narnia: Prince Caspian,Adventure,2008,6.3,Andrew Adamson,"[""Ben Barnes"", ""William Moseley"", ""Anna Popplewell"", ""Skandar Keynes"", ""Georgie Henley""]","One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",https://image.tmdb.org/t/p/w500/tmdb_2454.jpg,tt0002454,2454,225000000,419651413,150,53.978602,1630,2025-10-26T21:46:28.911517,,1
24428,The Avengers,Science Fiction,2012,7.4,Joss Whedon,"[""Robert Downey Jr."", ""Chris Evans"", ""Mark Ruffalo"", ""Chris Hemsworth"", ""Scarlett Johansson""]","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",https://image.tmdb.org/t/p/w500/tmdb_24428.jpg,tt0024428,24428,220000000,1519557910,143,144.448633,11776,2025-10-26T21:46:28.913516,,4
1865,Pirates of the Caribbean: On Stranger Tides,Adventure,2011,6.4,Rob Marshall,"[""Johnny Depp"", ""Penélope Cruz"", ""Ian McShane"", ""Kevin McNally"", ""Geoffrey Rush""]","Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",https://image.tmdb.org/t/p/w500/tmdb_1865.jpg,tt0001865,1865,380000000,1045713802,136,135.413856,4948,2025-10-26T21:46:28.914518,,1
41154,Men in Black 3,Action,2012,6.2,Barry Sonnenfeld,"[""Will Smith"", ""Tommy Lee Jones"", ""Josh Brolin"", ""Michael Stuhlbarg"", ""Emma Thompson""]","Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",https://image.tmdb.org/t/p/w500/tmdb_41154.jpg,tt0041154,41154,225000000,624026776,106,52.035179,4160,2025-10-26T21:46:28.914518,,0
122917,The Hobbit: The Battle of the Five Armies,Action,2014,7.1,Peter Jackson,"[""Martin Freeman"", ""Ian McKellen"", ""Richard Armitage"", ""Ken Stott"", ""Graham McTavish""]","Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",https://image.tmdb.org/t/p/w500/tmdb_122917.jpg,tt0122917,122917,250000000,956019788,144,120.965743,4760,2025-10-26T21:46:28.915519,,0
1930,The Amazing Spider-Man,Action,2012,6.5,Marc Webb,"[""Andrew Garfield"", ""Emma Stone"", ""Rhys Ifans"", ""Denis Leary"", ""Campbell Scott""]","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",https://image.tmdb.org/t/p/w500/tmdb_1930.jpg,tt0001930,1930,215000000,752215857,136,89.866276,6586,2025-10-26T21:46:28.917519,,0
20662,Robin Hood,Action,2010,6.2,Ridley Scott,"[""Russell Crowe"", ""Cate Blanchett"", ""Max von Sydow"", ""William Hurt"", ""Mark Strong""]","When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",https://image.tmdb.org/t/p/w500/tmdb_20662.jpg,tt0020662,20662,200000000,310669540,140,37.668301,1398,2025-10-26T21:46:28.917519,,0
57158,The Hobbit: The Desolation of Smaug,Adventure,2013,7.6,Peter Jackson,"[""Martin Freeman"", ""Ian McKellen"", ""Richard Armitage"", ""Ken Stott"", ""Graham McTavish""]","The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",https://image.tmdb.org/t/p/w500/tmdb_57158.jpg,tt0057158,57158,250000000,958400000,161,94.370564,4524,2025-10-26T21:46:28.919518,,1
2268,The Golden Compass,Adventure,2007,5.8,Chris Weitz,"[""Dakota Blue Richards"", ""Nicole Kidman"", ""Daniel Craig"", ""Sam Elliott"", ""Eva Green""]","After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",https://image.tmdb.org/t/p/w500/tmdb_2268.jpg,tt0002268,2268,180000000,372234864,113,42.990906,1303,2025-10-26T21:46:28.920518,,1
254,King Kong,Adventure,2005,6.6,Peter Jackson,"[""Naomi Watts"", ""Jack Black"", ""Adrien Brody"", ""Thomas Kretschmann"", ""Colin Hanks""]","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",https://image.tmdb.org/t/p/w500/tmdb_254.jpg,tt0000254,254,207000000,550000000,187,61.22601,2337,2025-10-26T21:46:28.921148,,1
597,Titanic,Drama,1997,7.5,James Cameron,"[""Kate Winslet"", ""Leonardo DiCaprio"", ""Frances Fisher"", ""Billy Zane"", ""Kathy Bates""]","84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",https://image.tmdb.org/t/p/w500/tmdb_597.jpg,tt0000597,597,200000000,1845034188,194,100.025899,7562,2025-10-26T21:46:28.922159,,5
271110,Captain America: Civil War,Adventure,2016,7.1,Anthony Russo,"[""Chris Evans"", ""Robert Downey Jr."", ""Scarlett Johansson"", ""Sebastian Stan"", ""Anthony Mackie""]","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",https://image.tmdb.org/t/p/w500/tmdb_271110.jpg,tt0271110,271110,250000000,1153304495,147,198.372395,7241,2025-10-26T21:46:28.924158,,1
44833,Battleship,Thriller,2012,5.5,Peter Berg,"[""Taylor Kitsch"", ""Alexander Skarsgård"", ""Rihanna"", ""Brooklyn Decker"", ""Tadanobu Asano""]","When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",https://image.tmdb.org/t/p/w500/tmdb_44833.jpg,tt0044833,44833,209000000,303025485,131,64.928382,2114,2025-10-26T21:46:28.925159,,6
135397,Jurassic World,Action,2015,6.5,Colin Trevorrow,"[""Chris Pratt"", ""Bryce Dallas Howard"", ""Irrfan Khan"", ""Vincent D'Onofrio"", ""Nick Robinson""]","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",https://image.tmdb.org/t/p/w500/tmdb_135397.jpg,tt0135397,135397,150000000,1513528810,124,418.708552,8662,2025-10-26T21:46:28.927158,,0
37724,Skyfall,Action,2012,6.9,Sam Mendes,"[""Daniel Craig"", ""Judi Dench"", ""Javier Bardem"", ""Ralph Fiennes"", ""Naomie Harris""]","When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",https://image.tmdb.org/t/p/w500/tmdb_37724.jpg,tt0037724,37724,200000000,1108561013,143,93.004993,7604,2025-10-26T21:46:28.928157,,0
558,Spider-Man 2,Action,2004,6.7,Sam Raimi,"[""Tobey Maguire"", ""Kirsten Dunst"", ""James Franco"", ""Alfred Molina"", ""Rosemary Harris""]","Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",https://image.tmdb.org/t/p/w500/tmdb_558.jpg,tt0000558,558,200000000,783766341,127,35.149586,4321,2025-10-26T21:46:28.929158,,0
68721,Iron Man 3,Action,2013,6.8,Shane Black,"[""Robert Downey Jr."", ""Gwyneth Paltrow"", ""Don Cheadle"", ""Guy Pearce"", ""Rebecca Hall""]","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",https://image.tmdb.org/t/p/w500/tmdb_68721.jpg,tt0068721,68721,200000000,1215439994,130,77.68208,8806,2025-10-26T21:46:28.930155,,0
12155,Alice in Wonderland,Family,2010,6.4,Tim Burton,"[""Mia Wasikowska"", ""Johnny Depp"", ""Anne Hathaway"", ""Helena Bonham Carter"", ""Crispin Glover""]","Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",https://image.tmdb.org/t/p/w500/tmdb_12155.jpg,tt0012155,12155,200000000,1025491110,108,78.530105,4645,2025-10-26T21:46:28.931159,,7
36668,X-Men: The Last Stand,Adventure,2006,6.3,Brett Ratner,"[""Hugh Jackman"", ""Halle Berry"", ""Ian McKellen"", ""Patrick Stewart"", ""Famke Janssen""]","When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",https://image.tmdb.org/t/p/w500/tmdb_36668.jpg,tt0036668,36668,210000000,459359555,104,3.857526,3525,2025-10-26T21:46:28.932414,,1
62211,Monsters University,Animation,2013,7.0,Dan Scanlon,"[""Billy Crystal"", ""John Goodman"", ""Steve Buscemi"", ""Helen Mirren"", ""Noah Johnston""]",A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,https://image.tmdb.org/t/p/w500/tmdb_62211.jpg,tt0062211,62211,200000000,743559607,104,89.186492,3528,2025-10-26T21:46:28.932414,,3
8373,Transformers: Revenge of the Fallen,Science Fiction,2009,6.0,Michael Bay,"[""Shia LaBeouf"", ""Megan Fox"", ""Josh Duhamel"", ""Rainn Wilson"", ""Tyrese Gibson""]","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",https://image.tmdb.org/t/p/w500/tmdb_8373.jpg,tt0008373,8373,150000000,836297228,150,21.939663,3138,2025-10-26T21:46:28.932414,,4
91314,Transformers: Age of Extinction,Science Fiction,2014,5.8,Michael Bay,"[""Mark Wahlberg"", ""Stanley Tucci"", ""Kelsey Grammer"", ""Nicola Peltz"", ""Jack Reynor""]","As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",https://image.tmdb.org/t/p/w500/tmdb_91314.jpg,tt0091314,91314,210000000,1091405097,165,116.840296,3095,2025-10-26T21:46:28.932414,,4
68728,Oz: The Great and Powerful,Fantasy,2013,5.7,Sam Raimi,"[""James Franco"", ""Mila Kunis"", ""Rachel Weisz"", ""Michelle Williams"", ""Zach Braff""]","Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",https://image.tmdb.org/t/p/w500/tmdb_68728.jpg,tt0068728,68728,200000000,491868548,130,46.985445,3530,2025-10-26T21:46:28.932414,,2
102382,The Amazing Spider-Man 2,Action,2014,6.5,Marc Webb,"[""Andrew Garfield"", ""Emma Stone"", ""Jamie Foxx"", ""Dane DeHaan"", ""Campbell Scott""]","For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",https://image.tmdb.org/t/p/w500/tmdb_102382.jpg,tt0102382,102382,200000000,705717432,142,89.270217,4179,2025-10-26T21:46:28.932414,,0
20526,TRON: Legacy,Adventure,2010,6.3,Joseph Kosinski,"[""Garrett Hedlund"", ""Jeff Bridges"", ""Olivia Wilde"", ""Bruce Boxleitner"", ""Yaya DaCosta""]","Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",https://image.tmdb.org/t/p/w500/tmdb_20526.jpg,tt0020526,20526,170000000,400062763,125,73.79505,2841,2025-10-26T21:46:28.937795,,1
49013,Cars 2,Animation,2011,5.8,John Lasseter,"[""Owen Wilson"", ""Larry the Cable Guy"", ""Michael Caine"", ""Emily Mortimer"", ""John Turturro""]",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,https://image.tmdb.org/t/p/w500/tmdb_49013.jpg,tt0049013,49013,200000000,559852396,106,49.98659,2033,2025-10-26T21:46:28.938809,,3
44912,Green Lantern,Adventure,2011,5.1,Martin Campbell,"[""Ryan Reynolds"", ""Blake Lively"", ""Peter Sarsgaard"", ""Tim Robbins"", ""Mark Strong""]","For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",https://image.tmdb.org/t/p/w500/tmdb_44912.jpg,tt0044912,44912,200000000,219851172,114,51.872839,2487,2025-10-26T21:46:28.939807,,1
10193,Toy Story 3,Animation,2010,7.6,Lee Unkrich,"[""Tom Hanks"", ""Tim Allen"", ""Ned Beatty"", ""Joan Cusack"", ""Michael Keaton""]","Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",https://image.tmdb.org/t/p/w500/tmdb_10193.jpg,tt0010193,10193,200000000,1066969703,103,59.995418,4597,2025-10-26T21:46:28.940808,,3
534,Terminator Salvation,Action,2009,5.9,McG,"[""Christian Bale"", ""Sam Worthington"", ""Anton Yelchin"", ""Moon Bloodgood"", ""Bryce Dallas Howard""]","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",https://image.tmdb.org/t/p/w500/tmdb_534.jpg,tt0000534,534,200000000,371353001,115,71.862892,2463,2025-10-26T21:46:28.941808,,0
168259,Furious 7,Action,2015,7.3,James Wan,"[""Vin Diesel"", ""Paul Walker"", ""Dwayne Johnson"", ""Michelle Rodriguez"", ""Tyrese Gibson""]",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,https://image.tmdb.org/t/p/w500/tmdb_168259.jpg,tt0168259,168259,190000000,1506249360,137,102.322217,4176,2025-10-26T21:46:28.942806,,0
72190,World War Z,Action,2013,6.7,Marc Forster,"[""Brad Pitt"", ""Mireille Enos"", ""Abigail Hargrove"", ""Sterling Jerins"", ""James Badge Dale""]","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",https://image.tmdb.org/t/p/w500/tmdb_72190.jpg,tt0072190,72190,200000000,531865000,116,81.834855,5560,2025-10-26T21:46:28.943806,,0
127585,X-Men: Days of Future Past,Action,2014,7.5,Bryan Singer,"[""Hugh Jackman"", ""James McAvoy"", ""Michael Fassbender"", ""Jennifer Lawrence"", ""Halle Berry""]",The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,https://image.tmdb.org/t/p/w500/tmdb_127585.jpg,tt0127585,127585,250000000,747862775,131,118.078691,6032,2025-10-26T21:46:28.944808,,0
54138,Star Trek Into Darkness,Action,2013,7.4,J.J. Abrams,"[""Chris Pine"", ""Zachary Quinto"", ""Zoe Saldana"", ""Karl Urban"", ""Simon Pegg""]","When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",https://image.tmdb.org/t/p/w500/tmdb_54138.jpg,tt0054138,54138,190000000,467365246,132,78.291018,4418,2025-10-26T21:46:28.945804,,0
